21:46:56.357 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/logback-classic-1.2.3.jar META-INF/web-fragment.xml checked
21:46:56.358 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/logback-core-1.2.3.jar META-INF/resources checked
21:46:56.359 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/logback-core-1.2.3.jar META-INF/web-fragment.xml checked
21:46:56.360 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/postgresql-42.2.14.jar META-INF/resources checked
21:46:56.361 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/postgresql-42.2.14.jar META-INF/web-fragment.xml checked
21:46:56.362 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/slf4j-api-1.7.25.jar META-INF/resources checked
21:46:56.363 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/slf4j-api-1.7.25.jar META-INF/web-fragment.xml checked
21:46:56.363 [main]   DEBUG o.eclipse.jetty.webapp.WebAppContext - preConfigure o.e.j.w.WebAppContext@4e7dc304{/,file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/,UNAVAILABLE}{target/web-shop-project-1.0-SNAPSHOT.war} with org.eclipse.jetty.webapp.FragmentConfiguration@4bb4de6a
21:46:56.363 [main]   DEBUG o.eclipse.jetty.webapp.WebAppContext - preConfigure o.e.j.w.WebAppContext@4e7dc304{/,file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/,UNAVAILABLE}{target/web-shop-project-1.0-SNAPSHOT.war} with org.eclipse.jetty.plus.webapp.EnvConfiguration@7ba18f1b
21:46:56.412 [main]   DEBUG o.e.jetty.jndi.InitialContextFactory - InitialContextFactory.getInitialContext()
